0	1066
1	997
2	1009
3	973
4	976
5	991
6	1085
7	938
8	1002
9	956
10	1010
11	950
12	979
13	1040
14	948
15	967
16	983
17	1019
18	987
19	989
20	970
21	962
22	923
23	908
24	975
25	1029
26	975
27	989
28	927
29	999
30	1042
31	984
32	1000
33	1014
34	1057
35	1041
36	1093
37	1000
38	1012
39	1040
40	1063
41	1101
42	1009
43	996
44	1021
45	1007
46	945
47	1030
48	1006
49	1009
50	1072
51	1044
52	1010
53	975
54	937
55	988
56	1035
57	1061
58	1135
59	1071
60	1064
61	1034
62	1102
63	1038
64	1052
65	1079
66	1015
67	1073
68	1082
69	1114
70	1059
71	1072
72	971
73	1011
74	982
75	995
76	1047
77	1035
78	979
79	1008
80	1012
81	1086
82	1058
83	1011
84	964
85	1057
86	1072
87	1017
88	1042
89	1030
90	977
91	1026
92	1013
93	1059
94	1000
95	962
96	949
97	996
98	966
99	957
100	961
101	980
102	1011
103	1058
104	970
105	902
106	1019
107	958
108	1056
109	1022
110	1028
111	1041
112	988
113	1013
114	911
115	992
116	933
117	971
118	941
119	944
120	1036
121	992
122	1042
123	1039
124	989
125	991
126	971
127	1016
128	1029
129	1010
130	1030
131	1063
132	1069
133	1025
134	1027
135	1013
136	1038
137	1041
138	1051
139	1056
140	1049
141	1003
142	1051
143	996
144	1094
145	1078
146	1074
147	1111
148	1001
149	999
150	1079
151	1090
152	971
153	1001
154	1025
155	1008
156	1033
157	1087
158	1070
159	1075
160	1029
161	1119
162	979
163	996
164	1058
165	1057
166	971
167	988
168	1012
169	1118
170	1049
171	1070
172	1099
173	1060
174	1064
175	1048
176	1034
177	1064
178	1012
179	1028
180	1032
181	1047
182	1031
183	1052
184	997
185	1076
186	991
187	1015
188	1042
189	1055
190	1069
191	1039
192	987
193	936
194	936
195	1023
196	1071
197	1119
198	999
199	1000
200	984
201	988
202	1000
203	972
204	1075
205	1002
206	1054
207	1014
208	1020
209	1086
210	1073
211	1090
212	1078
213	997
214	1010
215	1045
216	986
217	1024
218	975
219	953
220	1084
221	1008
222	1021
223	983
224	1038
225	1033
226	1013
227	1045
228	1073
229	1034
230	1039
231	1062
232	1137
233	1051
234	1055
235	1094
236	1099
237	1084
238	1037
239	1042
240	1069
241	1061
242	1053
243	1099
244	1077
245	1046
246	1050
247	1053
248	1070
249	1065
250	1053
251	1063
252	1002
253	1009
254	1010
255	1026
