0	3
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	1
16	0
17	3
18	1
19	2
20	1
21	6
22	6
23	5
24	7
25	11
26	15
27	18
28	35
29	40
30	42
31	84
32	112
33	144
34	204
35	262
36	347
37	544
38	687
39	812
40	1177
41	1282
42	1403
43	1601
44	1762
45	1999
46	2304
47	2549
48	2903
49	3223
50	3300
51	3247
52	3090
53	2614
54	2316
55	1977
56	1749
57	1577
58	1481
59	1258
60	1160
61	1104
62	1026
63	994
64	940
65	954
66	834
67	859
68	887
69	805
70	862
71	821
72	809
73	858
74	878
75	801
76	862
77	740
78	775
79	735
80	713
81	746
82	684
83	684
84	701
85	723
86	653
87	661
88	646
89	718
90	615
91	708
92	706
93	688
94	637
95	708
96	705
97	726
98	798
99	806
100	846
101	856
102	838
103	901
104	866
105	930
106	950
107	1022
108	1105
109	1059
110	1121
111	1127
112	1100
113	1173
114	1214
115	1124
116	1148
117	1114
118	1127
119	1116
120	1096
121	1152
122	1069
123	1137
124	1124
125	1117
126	1095
127	1141
128	1181
129	1170
130	1160
131	1226
132	1287
133	1281
134	1265
135	1286
136	1239
137	1353
138	1347
139	1387
140	1416
141	1376
142	1464
143	1441
144	1467
145	1575
146	1583
147	1596
148	1691
149	1761
150	1713
151	1780
152	1797
153	1917
154	1896
155	2024
156	1992
157	1988
158	1978
159	2062
160	2029
161	2069
162	1993
163	2125
164	2097
165	2049
166	2052
167	2069
168	2119
169	2174
170	2083
171	1956
172	1990
173	1840
174	1759
175	1755
176	1820
177	1823
178	1768
179	1720
180	1797
181	1695
182	1776
183	1768
184	1801
185	1743
186	1710
187	1657
188	1608
189	1561
190	1511
191	1573
192	1631
193	1584
194	1604
195	1620
196	1645
197	1667
198	1628
199	1563
200	1502
201	1461
202	1375
203	1375
204	1192
205	1140
206	1018
207	957
208	952
209	872
210	818
211	779
212	726
213	699
214	677
215	646
216	605
217	535
218	510
219	532
220	498
221	496
222	531
223	536
224	521
225	522
226	495
227	581
228	549
229	585
230	528
231	537
232	583
233	624
234	608
235	631
236	575
237	599
238	506
239	458
240	372
241	361
242	303
243	280
244	242
245	209
246	163
247	178
248	144
249	139
250	143
251	134
252	111
253	90
254	53
255	155
