0	1001
1	1000
2	998
3	1010
4	1030
5	974
6	1032
7	987
8	1040
9	1013
10	974
11	997
12	1035
13	986
14	1052
15	984
16	959
17	1007
18	992
19	1000
20	1041
21	1023
22	983
23	1033
24	975
25	968
26	1027
27	947
28	1022
29	986
30	1036
31	981
32	994
33	1049
34	1017
35	1057
36	1050
37	1048
38	1016
39	958
40	1072
41	1095
42	1071
43	1074
44	1066
45	1074
46	1073
47	1023
48	1058
49	1013
50	1089
51	1056
52	1128
53	1131
54	1083
55	1039
56	1028
57	1058
58	1022
59	1052
60	1051
61	970
62	1048
63	1058
64	1039
65	1103
66	1065
67	1020
68	1046
69	999
70	1011
71	1023
72	1050
73	1062
74	1004
75	1024
76	1028
77	1019
78	1067
79	1033
80	1032
81	1020
82	986
83	1040
84	1046
85	1096
86	1061
87	1069
88	1032
89	996
90	1026
91	1008
92	1025
93	1048
94	1016
95	996
96	1058
97	1005
98	994
99	1043
100	1015
101	999
102	985
103	957
104	1082
105	1073
106	1003
107	1056
108	1047
109	1074
110	1035
111	1078
112	1037
113	981
114	1029
115	1016
116	996
117	1035
118	1064
119	1031
120	1068
121	1014
122	947
123	983
124	984
125	1018
126	996
127	1007
128	1012
129	984
130	986
131	1046
132	1028
133	1062
134	977
135	1051
136	990
137	1018
138	994
139	995
140	974
141	971
142	939
143	1005
144	995
145	1018
146	974
147	994
148	1044
149	1000
150	988
151	953
152	1063
153	1014
154	1053
155	1006
156	1030
157	941
158	1025
159	1013
160	1037
161	1074
162	1072
163	1023
164	1032
165	1060
166	1072
167	1007
168	1058
169	1049
170	1011
171	1013
172	980
173	1019
174	1096
175	1004
176	1050
177	1070
178	1067
179	1003
180	1084
181	1043
182	1079
183	1057
184	1029
185	1043
186	1046
187	1031
188	1030
189	1055
190	1022
191	1040
192	1062
193	1049
194	1077
195	1024
196	1056
197	1063
198	1057
199	1044
200	1052
201	1052
202	1011
203	1014
204	1000
205	964
206	1010
207	1004
208	998
209	1029
210	996
211	1042
212	1000
213	1017
214	988
215	1017
216	977
217	1018
218	984
219	1066
220	984
221	914
222	1008
223	1003
224	1006
225	1043
226	1095
227	1038
228	1081
229	1004
230	998
231	1062
232	998
233	1025
234	999
235	1008
236	1028
237	970
238	1012
239	983
240	994
241	989
242	972
243	1024
244	1033
245	1008
246	1036
247	1008
248	1032
249	992
250	1048
251	979
252	1004
253	1046
254	1018
255	1018
