0	3
1	0
2	0
3	1
4	0
5	1
6	0
7	1
8	1
9	1
10	2
11	3
12	9
13	13
14	12
15	18
16	34
17	42
18	58
19	88
20	118
21	192
22	269
23	437
24	630
25	915
26	1326
27	2118
28	3274
29	4379
30	5459
31	5931
32	5545
33	4864
34	4244
35	3703
36	3313
37	2739
38	2576
39	2302
40	2190
41	2070
42	1942
43	1699
44	1741
45	1753
46	1764
47	1741
48	1883
49	1933
50	2062
51	2192
52	2100
53	2203
54	2104
55	2110
56	2075
57	1948
58	1915
59	1880
60	1913
61	1758
62	1809
63	1853
64	1858
65	1863
66	1883
67	1906
68	1909
69	2053
70	2090
71	2151
72	2221
73	2244
74	2265
75	2302
76	2246
77	2291
78	2303
79	2240
80	2269
81	2266
82	2221
83	2216
84	2303
85	2308
86	2347
87	2501
88	2696
89	2645
90	2790
91	2801
92	2649
93	2589
94	2464
95	2403
96	2373
97	2404
98	2607
99	2558
100	2619
101	2615
102	2548
103	2499
104	2242
105	2064
106	1842
107	1786
108	1662
109	1547
110	1609
111	1574
112	1538
113	1529
114	1466
115	1413
116	1399
117	1253
118	1203
119	1121
120	1065
121	972
122	890
123	816
124	743
125	683
126	627
127	612
128	582
129	612
130	625
131	539
132	585
133	586
134	572
135	525
136	554
137	548
138	544
139	516
140	588
141	565
142	578
143	587
144	593
145	621
146	629
147	659
148	672
149	685
150	736
151	736
152	733
153	718
154	677
155	670
156	671
157	627
158	660
159	715
160	680
161	672
162	720
163	627
164	671
165	640
166	588
167	561
168	557
169	567
170	604
171	618
172	603
173	609
174	573
175	572
176	611
177	534
178	531
179	425
180	416
181	372
182	371
183	292
184	267
185	229
186	244
187	197
188	168
189	168
190	144
191	122
192	112
193	102
194	91
195	89
196	74
197	57
198	49
199	46
200	40
201	31
202	24
203	19
204	8
205	21
206	21
207	11
208	9
209	10
210	7
211	2
212	4
213	3
214	4
215	0
216	3
217	1
218	2
219	1
220	2
221	1
222	1
223	1
224	0
225	0
226	0
227	0
228	3
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	3
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
